word,total freq,rank,relative freq,sci. freq,news freq
the,0.09403258805467968,200,0.5613282584167374,0.04124943916752783,0.05278314888715185
of,0.0525573455066478,199,0.4959927285268999,0.026489284304674558,0.026068061201973244
and,0.05076363604747579,198,0.49907799813915465,0.025428622190636938,0.025335013856838846
to,0.039996713698698616,197,0.6533447231666306,0.013865071859647386,0.02613164183905123
in,0.03492539647199974,196,0.48349541898415915,0.018039127271582352,0.01688626920041739
climate,0.021171506197125656,195,0.6253561999249143,0.00793177353500438,0.013239732662121275
is,0.01640433649536783,194,0.6497737233846698,0.00574522969111765,0.010659106804250178
for,0.01630101548986186,193,0.5010879138703594,0.008132773644078564,0.008168241845783296
that,0.015504991140217746,192,0.7190621144296633,0.004355939426719577,0.011149051713498169
on,0.01357703133233987,191,0.6090597167523744,0.005307808474726837,0.008269222857613034
change,0.013354251225511765,190,0.5662882663430691,0.0057918954507069015,0.007562355774804863
by,0.009332833210368183,189,0.5822748921938163,0.0038985587589381795,0.005434274451430003
are,0.009007739487587122,188,0.5904181950453109,0.0036894061978875593,0.005318333289699563
as,0.00884860771510468,187,0.563418575545923,0.003863137760695736,0.0049854699544089436
with,0.008728134019014656,186,0.5450566705391063,0.003970806350591418,0.004757327668423237
'',0.008404109133558121,185,0.9968556822924299,2.6425189164997758e-05,0.008377683944393123
from,0.007768779602279591,184,0.562297296955519,0.003400415831274605,0.004368363771004986
's,0.007049347561522298,183,0.9979661847295718,1.4337070717179634e-05,0.007035010490805118
``,0.007016359601271803,182,0.996794702100283,2.2489522693615113e-05,0.0069938700785781875
this,0.006811466965544059,181,0.5792789653491319,0.0028657274292339056,0.003945739536310154
be,0.006664913771842304,180,0.6301750072696161,0.002464851687220216,0.004200062084622088
it,0.006291757719484509,179,0.7840590260619034,0.0013586482897280229,0.004933109429756486
at,0.005801177581124046,178,0.6466372620288203,0.0020499199935230176,0.0037512575876010278
we,0.005506050331238868,177,0.6928447789580354,0.0016912121065598565,0.003814838224679011
have,0.005180063953514234,176,0.7183960123262594,0.0014587266657146102,0.003721337287799624
was,0.005106388635864115,175,0.5720225146196248,0.0021854193677520485,0.0029209692681120667
an,0.00499623614775988,174,0.6145767886683683,0.001925665380640794,0.0030705707671190865
has,0.004737240634367505,173,0.7823915701073059,0.0010308634964685827,0.0037063771378989217
will,0.004550589139284119,172,0.8227017201644431,0.0008068116266334421,0.003743777512650677
not,0.004514593753045384,171,0.6793148835540598,0.0014477630234014727,0.003066830729643911
more,0.004260915808090171,170,0.7013257424592574,0.0012726258654249451,0.0029882899426652257
said,0.004225839545682283,169,0.9930149977971764,2.9517498535369835e-05,0.004196322047146913
or,0.0037894586201707757,168,0.554670540498977,0.0016875575591221439,0.0021019010610486316
which,0.0036163155067252617,167,0.5543377183119124,0.001611655420031193,0.0020046600866940687
global,0.0035772206059012795,166,0.6701750564761385,0.0011798565843137829,0.0023973640215874965
but,0.0034921947260043527,165,0.7764536007431272,0.0007806675565021145,0.0027115271695022382
were,0.0033364944473574312,164,0.35982437509590237,0.0021359424178260954,0.0012005520295313358
their,0.0033291173061509487,163,0.6774295977387136,0.0010738747086201216,0.002255242597530827
our,0.003145420207809828,162,0.7895240443074938,0.0006620353242932949,0.002483384883516533
can,0.0030625387840643534,161,0.5947347540177946,0.001241140533653884,0.0018213982504104692
also,0.003055277424657449,160,0.616958339781466,0.0011702985371689963,0.0018849788874884526
water,0.0030158571431427375,159,0.22446248309405634,0.002338910360135972,0.0006769467830067658
its,0.0027583732834106636,158,0.7986163751392482,0.0005554912105322933,0.00220288207287837
he,0.0027516301580059925,157,0.9704744474855012,8.124340073068459e-05,0.002670386757275308
about,0.0027153620712591247,156,0.8112664223290431,0.0005124799983807544,0.00220288207287837
2017,0.002666413078643031,155,0.2721136031005732,0.001940845808458984,0.0007255672701840472
they,0.00264204242606185,154,0.7601695205034636,0.0006336423018926058,0.0020084001241692444
than,0.0026257930694477062,153,0.6252878304486452,0.0009839166178456612,0.001641876451602045
all,0.0025979014439981756,152,0.6262425025629593,0.0009709851422968325,0.0016269163017013431
would,0.0025896294788187485,151,0.830436000908851,0.00043910793059283505,0.0021505215482259133
et,0.002579865564186225,150,0.010147917275095158,0.002553685301859996,2.618026232622851e-05
data,0.0025469621382544824,149,0.28047026967118033,0.0018326149804959615,0.0007143471577585207
these,0.002389320495259143,148,0.46489833922704815,0.001278529365132019,0.0011107911301271238
other,0.002349334501865629,147,0.6129031122639701,0.0009094200739230611,0.001439914427942568
future,0.0023444069781102185,146,0.3701100970703233,0.0014767182838695023,0.0008676886942407163
energy,0.002296162125184939,145,0.728083062196141,0.0006243653737814896,0.0016717967514034491
one,0.002263632513539205,144,0.5716709574857018,0.0009695795471284816,0.0012940529664107233
been,0.0022084938659968642,143,0.6519893263514333,0.0007685794380542964,0.001439914427942568
temperature,0.0021937958290493857,142,0.20628379747277212,0.00174125129455315,0.00045254453449623567
new,0.002148357479338684,141,0.7050573249626705,0.0006336423018926058,0.001514715177446078
u.s.,0.0021312853340780175,140,0.9546259967934425,9.670494758254498e-05,0.0020345803864954726
model,0.0020965957340118475,139,0.05886744625041487,0.001973174497331056,0.00012342123668079155
science,0.0020829029175880092,138,0.7990370854059622,0.0004185862411349113,0.001664316676453098
carbon,0.002030045683106518,137,0.6742970009519775,0.0006611919671922843,0.0013688537159142334
emissions,0.0020035696337249165,136,0.7373413820151526,0.0005262548310305936,0.001477314802694323
there,0.002000087628736172,135,0.6993563660005756,0.0006013136130205341,0.0013987740157156375
paris,0.0019818301662246425,134,0.9605662015382533,7.815109136031251e-05,0.0019036790748643301
research,0.0019683289898016466,133,0.49212794765984225,0.0009996592837311917,0.0009686697060704548
trump,0.0019531675680639032,132,0.9938110182426383,1.2088118447818123e-05,0.001941079449616085
environmental,0.001952178835527958,131,0.6130647306871801,0.0007553668434717976,0.0011968119920561604
over,0.001951777596635965,130,0.5537879070795165,0.0008709067663102453,0.00108087083032572
study,0.0019304843278115016,129,0.25573113420860216,0.0014367993810883355,0.0004936849467231662
under,0.0018759063559624601,128,0.38678224415513784,0.001150339085778413,0.0007255672701840472
species,0.0018738262147386525,127,0.0958049350555502,0.0016943044159302284,0.00017952179880842406
such,0.001860305334108451,126,0.5387986719004919,0.0008579752907614165,0.0010023300433470344
between,0.0018464166310964538,125,0.2937069699044097,0.0013041111971960062,0.0005423054339004477
warming,0.001845863418209982,124,0.7537361253491267,0.0004545694774446955,0.0013912939407652865
changes,0.001810081453737239,123,0.2231524147628717,0.001406157406418285,0.00040392404731895415
al,0.001770216535920758,122,0.06972098281558273,0.0016467952992399665,0.00012342123668079155
who,0.0017660717857421277,121,0.8724987580982168,0.00022517634596982131,0.0015408954397723065
world,0.0017312523425100077,120,0.805794709405511,0.00033621836426954595,0.001395033978240462
no,0.0017177533351163841,119,0.5900440622366128,0.0007042031793438232,0.0010135501557725609
people,0.0017130404464376276,118,0.8230944757161648,0.00030304631829646363,0.001409994128141164
national,0.001703730450879693,117,0.7112463954208155,0.0004919583089228306,0.0012117721419568623
years,0.0016818047286274594,116,0.669370980391145,0.0005560534485996336,0.001125751280027826
some,0.0016704498283219077,115,0.678398917324319,0.000537218473343731,0.0011332313549781768
most,0.001659318330681927,114,0.5747598507983749,0.0007056087745121742,0.0009537095561697528
time,0.0016545539751312362,113,0.4950386746968879,0.0008354857680678014,0.0008190682070634348
if,0.0016473587506179688,112,0.7764506765937893,0.00036826593410794746,0.0012790928165100214
president,0.0016462033760658418,111,0.9928277395212464,1.1806999414147933e-05,0.001634396376651694
year,0.0016210452627857565,110,0.7313749386572966,0.0004354533831551226,0.001185591879630634
his,0.0016195348224361163,109,0.9722271822969681,4.4979045387230227e-05,0.001574555777048886
j.,0.0016016568170514303,108,0.018680843163697062,0.0015717365172500262,2.992029980140401e-05
how,0.0015882644748050883,107,0.74176047085915,0.0004101526701248056,0.0011781118046802828
may,0.0015826876605708334,106,0.43480903565273815,0.0008945207651385411,0.0006881668954322923
could,0.0015788065857194676,105,0.6632924529966556,0.0005315960926703272,0.0010472104930491404
out,0.0015725795252876575,104,0.8680729060041338,0.0002074658468485994,0.001365113678439058
into,0.0015445231692593658,103,0.6465361127283741,0.0005459331633875068,0.000998590005871859
adaptation,0.0015267134677976885,102,0.26457095967170696,0.0011227894204787344,0.00040392404731895415
what,0.0014990988809150353,101,0.8582308397662608,0.00021252598945466282,0.0012865728914603725
increase,0.0014718575016630596,100,0.31508800709155066,0.0010080928547412974,0.00046376464692176217
countries,0.0014420956829442515,99,0.7832291094561616,0.00031260436544125003,0.0011294913175030014
policy,0.0014372505244782214,98,0.5100344947868594,0.0007042031793438232,0.0007330473451343983
impacts,0.001426719019474523,97,0.34602815269470233,0.0009330340727513569,0.0004936849467231662
united,0.0014250575608491139,96,0.7873445069012547,0.00030304631829646363,0.0011220112425526503
used,0.0014220417163353365,95,0.19462352614817574,0.0011452789431723495,0.0002767627731629871
only,0.0014108237729391826,94,0.5805602533596823,0.0005917555658757476,0.0008190682070634348
precipitation,0.0014032838125913596,93,0.050638873897583835,0.0013322231005630251,7.106071202833453e-05
two,0.0013967955949250365,92,0.45518927256780034,0.0007609892241452013,0.0006358063707798353
impact,0.0013961478668202331,91,0.4527216266456138,0.0007640815335155734,0.0006320663333046597
during,0.0013737569398117422,90,0.42743069504203623,0.0007865710562091886,0.0005871858836025537
effects,0.001345623512271525,89,0.31685257301298836,0.0009192592401015177,0.00042636427217000717
when,0.0013406295045590981,88,0.6137476772967284,0.0005178212600204879,0.0008228082445386102
government,0.0013392307655422434,87,0.8350100922485126,0.00022095956046476846,0.0011182712050774749
use,0.0013389374965796224,86,0.32960793405076244,0.0008976130745089132,0.00044132442207070916
m.,0.0013171643549771991,85,0.02271569200027581,0.001287244055175795,2.992029980140401e-05
models,0.0013143253909711336,84,0.16219890260773764,0.00110114325488613,0.00021318213608500358
agreement,0.0013098103003179565,83,0.8851752173753392,0.00015039868301355106,0.0011594116173044055
https,0.0013084743138547042,82,0.014291596845174307,0.0012897741264788266,1.8700187375877506e-05
up,0.0013005957756970633,81,0.8368095034698706,0.00021224487042099263,0.0010883509052760708
many,0.001297860094498246,80,0.7463591107984127,0.0003291903884277912,0.0009686697060704548
development,0.0012803037384008756,79,0.43526045194336876,0.0007230381545997259,0.0005572655838011497
had,0.0012715088520970914,78,0.7353541953339691,0.0003364994833032161,0.0009350093687938753
states,0.001268158510240289,77,0.796280677961975,0.0002583483919429036,0.0010098101182973854
us,0.0012656530878585384,76,0.7889918773567366,0.00026706308198667944,0.000998590005871859
2015,0.0012649045950392384,75,0.38438066687371997,0.0007786997232664233,0.0004862048717728152
do,0.0012415639033744063,74,0.7380282069473757,0.0003252547219564086,0.0009163091814179978
forest,0.001238413270980604,73,0.07248056969959414,0.0011486523715763918,8.976089940421203e-05
environment,0.0012155923756920462,72,0.6891852986181854,0.00037782398125273386,0.0008377683944393123
so,0.0012124722926523106,71,0.8421060315443458,0.00019144206192939865,0.001021030230722912
where,0.0012024190980525306,70,0.5754290945878173,0.0005105121651450631,0.0006919069329074677
figure,0.0011985929638845612,69,0.03744427929616024,0.0011537125141824552,4.4880449702106015e-05
because,0.0011983717302483628,68,0.6553958591997822,0.0004129638604615075,0.0007854078697868553
report,0.0011926984893583556,67,0.7494509002420434,0.0002988295327914108,0.0008938689565669448
state,0.001192123145643354,66,0.790597386845964,0.00024963370189912777,0.0009424894437442263
different,0.0011919877511079979,65,0.2698376913404635,0.0008703445282429048,0.0003216432228650931
land,0.0011894838911002887,64,0.18865513874505266,0.0009650816425897585,0.00022440224851053006
while,0.0011856867439123445,63,0.5677779135071102,0.0005124799983807544,0.0006732067455315902
using,0.0011666162160619204,62,0.15708836698861092,0.0009833543797783209,0.00018326183628359957
each,0.0011641816156959302,61,0.26664491712833,0.0008537585052563637,0.0003104231104395666
both,0.0011537408945071497,60,0.39548270685709286,0.0006974563225357386,0.00045628457197141115
areas,0.0011511515444619775,59,0.3086505524411502,0.0007958479843203048,0.00035530356014167264
action,0.0011506885087350922,58,0.8255661818843072,0.0002007189900405149,0.0009499695186945774
2016,0.0011438178006652714,57,0.32043886041467473,0.0007772941280980723,0.00036652367256719915
crossref,0.0011407810386336265,56,0.0,0.0011407810386336265,0
area,0.001137417591129163,55,0.10851004735935729,0.0010139963544483713,0.00012342123668079155
health,0.0011354057538283642,54,0.4644553563531288,0.0006080604698286186,0.0005273452839997457
level,0.0011350276014836112,53,0.42836391920098654,0.000648822729710796,0.0004862048717728152
human,0.0011296092683319519,52,0.6125188171739938,0.00043770233542448413,0.0006919069329074677
those,0.0011181064744987138,51,0.6857197412748366,0.0003513987920877361,0.0007667076824109777
scientists,0.0011162309874519815,50,0.9549194498337393,5.0320307026963816e-05,0.0010659106804250178
university,0.0011125349540419135,49,0.5916637434531243,0.00045428835841102526,0.0006582465956308882
through,0.001105788097233829,48,0.5952737213192266,0.00044754150160294075,0.0006582465956308882
public,0.0010944447402018971,47,0.6424509337979779,0.00039131769486890294,0.0007031270453329942
should,0.0010816842447279947,46,0.6569450592876462,0.00037107712444464934,0.0007106071202833453
like,0.001080408750317545,45,0.879268627188895,0.00013043923162296765,0.0009499695186945774
after,0.0010681643198165033,44,0.7562957118589078,0.0002603162251785949,0.0008078480946379083
based,0.0010659740396339514,43,0.2526165630685584,0.0007966913414213154,0.00026928269821263607
results,0.0010630673783602078,42,0.13368994943283163,0.0009209459543035388,0.00014212142405666906
first,0.0010475078424785542,41,0.7890616647394769,0.00022095956046476846,0.0008265482820137858
high,0.001043190292259005,40,0.3047413187688945,0.0007252871068690874,0.00031790318538991763
now,0.0010415650258284968,39,0.9336044504491133,6.915528228286647e-05,0.0009724097435456304
including,0.0010382209334678593,38,0.6772422156663838,0.0003350938881348652,0.0007031270453329942
2014,0.0010327904503872492,37,0.22452020482367532,0.0008009081269263682,0.00023188232346088109
mean,0.0010327673638400095,36,0.15209773222627243,0.0008756857898826384,0.00015708157395737105
international,0.0010252401600764685,35,0.707704690508739,0.0002996728898924214,0.0007255672701840472
weather,0.001023015856728388,34,0.6982757432939583,0.0003086686989698674,0.0007143471577585207
well,0.0010199382153797186,33,0.5683734562650746,0.0004402324067275158,0.0005797058086522027
last,0.0010110478581388928,32,0.8212156455356443,0.00018075953864993147,0.0008302883194889613
s.,0.0010025313151840755,31,0.0149223766620748,0.0009875711652833736,1.4960149900702005e-05
need,0.0009955385758185114,30,0.7701436197794811,0.00022883089340753376,0.0007667076824109777
you,0.000990830374261879,29,0.9134652030290444,8.574130526940762e-05,0.0009050890689924713
china,0.0009876619490982914,28,0.3900361457630068,0.0006024380891552148,0.0003852238599430766
support,0.0009844170590781092,27,0.7218557558813715,0.000273809938794764,0.0007106071202833453
period,0.0009836208307902885,26,0.13688338523508156,0.0008489794816839705,0.00013464134910631803
