word,total freq,idf,relative freq,sci. freq,news freq
journal,0.0018229238057803664,1.9088051576214917,0.13559987151204692,0.0015757355719402972,0.00024718823384006923
2017,0.005548526283345878,1.4494512562924142,0.2856457214958733,0.003963613489900728,0.0015849127934451496
17,0.002140118884009715,1.7551388565879131,0.25138693216086616,0.001602120963298976,0.0005379979207107389
12,0.0016817298518915522,1.7966878595007856,0.17724602361500943,0.0013836499228491157,0.0002980799290424364
2016,0.00245790229928238,1.5869673285187167,0.32241167476589444,0.001665445902559805,0.0007924563967225748
environmental,0.0038244046814938123,1.484313174458633,0.61212611485312,0.0014833867021849215,0.002341017979308891
change,0.027346982823392436,1.010989121575595,0.5923176119027124,0.011148883264696135,0.0161980995586963
climate,0.04222547985797413,1.0027359798188749,0.6325770560550955,0.015514610118903127,0.026710869739071007
studies,0.001525232371014704,1.7697804065808613,0.2287989888469521,0.0011762607467699004,0.0003489716242448036
study,0.0036891515544161275,1.6556092612408801,0.26604564185323826,0.0027076688612276173,0.0009814826931885102
energy,0.004737745253713543,1.781649982136245,0.7365774341101865,0.0012480290112655066,0.003489716242448036
use,0.0028071236224390013,1.6093285086768738,0.30820118199444996,0.0019419648039987589,0.0008651588184402422
based,0.0031729854881769816,1.5675019937306134,0.36202443012089613,0.0020242872250378365,0.001148698263139145
research,0.0038176266550984353,1.4932219193477427,0.5008540289347261,0.0019055529639237822,0.0019120736911746531
2013,0.0019191377449035182,1.8058203430640583,0.17426114451106434,0.0015847066050022481,0.0003344311399012701
carbon,0.004275562554514615,1.836878740084031,0.685268326182779,0.0013456549592926182,0.002929907595221997
et,0.004869156530306961,1.818128190738655,0.013438093258787821,0.0048037243507610605,6.543217954590067e-05
al,0.005027454514364543,1.7668348963511045,0.06507485981120918,0.004700293616635039,0.00032716089772950337
2011,0.0013867519495723915,1.8820477084519425,0.07339696939753323,0.001284968559167657,0.00010178339040473438
increase,0.002806945325814195,1.624518674170849,0.3237613013382218,0.0018981650543433521,0.0009087802714708426
adaptation,0.0029694829276072786,1.9899784476653144,0.28400503134210203,0.0021261348356823367,0.000843348091924942
different,0.002275147867526385,1.7124581254730327,0.28120427698225364,0.0016353665564109113,0.0006397813111154733
management,0.0019130334037475165,1.9293538258488794,0.23562318032008026,0.0014622783890979785,0.000450755014649538
2014,0.0022446656630062257,1.7407085917588843,0.22348393264948954,0.0017430189531543207,0.0005016467098519051
2015,0.002747952534532172,1.569914540135997,0.37568858101351266,0.0017155781461412948,0.0010323743883908774
2012,0.0018092532584191284,1.8058203430640583,0.22502850815627587,0.0014021196968001907,0.0004071335616189375
changes,0.0034627150404133887,1.5993284253422906,0.23725237445803923,0.0026411776750037467,0.0008215373654096418
effects,0.002596158158978234,1.6503599053547364,0.33044542117037795,0.0017382695827097587,0.0008578885762684755
values,0.0013556135967455279,2.023626481783547,0.12335046679383838,0.0011883980267948927,0.00016721556995063505
model,0.00413827041660069,1.8721954120089308,0.06324591963194981,0.0038765416984170875,0.0002617287181836027
2010,0.001632831320589216,1.8212289684169032,0.15583880147522725,0.00137837284457738,0.00025445847601183595
global,0.006995974151557768,1.244894797246572,0.6744431965098082,0.0022775869820811532,0.004718387169476615
using,0.00220533009283278,1.7349942904954458,0.16153675478076496,0.0018490882264162096,0.00035624186641657036
time,0.003479900827754592,1.4932219193477427,0.5118563488581305,0.0016986914956717404,0.0017812093320828516
development,0.0025088366685827763,1.7013776796964608,0.45206521133808575,0.0013746788897871648,0.0011341577787956118
figure,0.0022618091944348433,2.220502106277147,0.04178652578896408,0.0021672960462018756,9.451314823296764e-05
used,0.002694739810369143,1.6688544879909006,0.19964744597625564,0.002156741889658404,0.0005379979207107389
risk,0.0019408627050373165,1.9054210596372512,0.43826816388867346,0.0010902443709406076,0.0008506183340967088
health,0.002262985450336033,2.22980449893946,0.48511428466045303,0.0011651788823992552,0.001097806567936778
conditions,0.0017007771898150757,1.7997227631959396,0.26930350404752634,0.0012427519329937708,0.0004580252568213047
18,0.0012955689808327806,1.8754687373538999,0.17396025272224275,0.0010701914735080117,0.000225377507324769
data,0.004945481086342389,1.6715247165467797,0.29254549090826654,0.0034987028941608073,0.0014467781921815815
16,0.0012831393277979415,1.8527773261518292,0.164313429113784,0.001072302304816706,0.0002108370229812355
15,0.00164783888354378,1.7936621385842486,0.1853034142255028,0.0013424887123295768,0.00030535017121420316
potential,0.0014890522747334311,1.8058203430640583,0.26853544783627825,0.0010891889552862603,0.0003998633194471708
table,0.001878807388291868,1.971763007773973,0.08126170173617812,0.0017261323026847664,0.00015267508560710158
future,0.004627137644029946,1.4999559515290868,0.38494842148925795,0.002845928311947094,0.0017812093320828516
22,0.001288651740887004,1.8919980393051103,0.15232706588561107,0.0010923552022493019,0.00019629653863770203
policy,0.002934732377162636,1.9088051576214917,0.5301443623497606,0.0013789005524045535,0.0015558318247580827
level,0.002709183755260306,1.6168947490601897,0.4588878140724941,0.0014659723438881936,0.0012432114113721127
new,0.004185966300280147,1.41369560724468,0.7138302886949074,0.001197896767684017,0.0029880695325961307
variables,0.0010696637656808382,2.282574534919524,0.0,0.0010696637656808382,0
analysis,0.0019112863477356802,1.781649982136245,0.12172312629771873,0.0016786385982391445,0.00023264774949653574
results,0.002031072433480459,1.7378473594778523,0.1467598713511387,0.0017329925044380229,0.0002980799290424364
11,0.0014724687703445917,1.808883132594604,0.14812352529687955,0.0012543615051915896,0.00021810726515300225
high,0.002464705462843116,1.6635353265133008,0.3097227800821807,0.0017013300348076082,0.0007633754280355078
water,0.005989875505535039,1.7041363021355405,0.23546849680254966,0.004579448524212291,0.0014104269813227479
cid,0.024615459306338617,3.278292400425001,0.0,0.024615459306338617,0
21,0.0016507163485205971,1.8953369405706253,0.13653315272896918,0.0014253388411958282,0.000225377507324769
72,0.001952693666143414,2.533185480934345,0.011169558693953563,0.0019308829396281137,2.1810726515300224e-05
14,0.001419933322444561,1.8787528125550899,0.1433636196796957,0.0012163665416350922,0.00020356678080946875
models,0.0025375470981111835,1.9468062758001055,0.17190401337996825,0.0021013325678051788,0.0004362145303060045
10,0.0054151271066178236,1.5343235950332945,0.11680447318969026,0.004782616037674117,0.0006325110689437065
mean,0.0019813502303174797,1.915607904944244,0.15411216378705328,0.0016760000591032767,0.00030535017121420316
20,0.0024952411145321724,1.7727346184782928,0.3991691110455215,0.0014992179370001287,0.0009960231775320435
scenario,0.00127511322502892,2.348756441800825,0.06841973273332036,0.0011878703189677191,8.72429060612009e-05
19,0.0014281449038856342,1.885353496586442,0.1069044781042245,0.0012754698182785326,0.00015267508560710158
86,0.0011289417479254623,2.6470206235831433,0.019319620835512114,0.001107131021410162,2.1810726515300224e-05
average,0.0018349182812313364,1.7936621385842486,0.38829180575552547,0.0011224345483981956,0.0007124837328331407
82,0.0014310829980785944,2.6329358837014043,0.02540118980355416,0.0013947317872197607,3.635121085883371e-05
area,0.0021890353704301646,1.8721954120089308,0.11624228619103247,0.0019345768944183288,0.00025445847601183595
annual,0.0019135040733821696,1.9362982982016903,0.22036746711343597,0.0014918300274196987,0.000421674045962471
china,0.0020459906390298986,2.3279223548979835,0.44417616294751894,0.0011372103675590557,0.0009087802714708426
81,0.0011815378250416362,2.5718999931150353,0.0,0.0011815378250416362,0
sci,0.0011372103675590557,2.2112854511722224,0.0,0.0011372103675590557,0
impacts,0.002755928781155919,1.6477455247806656,0.361411072863168,0.0017599056036238753,0.0009960231775320435
impact,0.0026751180813113506,1.6018190866547424,0.45929595991003186,0.0014464471542827712,0.0012286709270285794
76,0.0012928841765752607,2.6329358837014043,0.0,0.0012928841765752607,0
68,0.0011967236846210066,2.552355397042065,0.006075121822352144,0.0011894534424492398,7.270242171766742e-06
urban,0.0014070900379675889,2.5718999931150353,0.17567335932326672,0.0011599018041275196,0.00024718823384006923
doi,0.0028828678598492442,1.7609697768987065,0.0,0.0028828678598492442,0
region,0.0017438637529712572,1.9122007466226298,0.36270670106309144,0.0011113526840275507,0.0006325110689437065
river,0.0013734986246769088,2.578500677146387,0.10057134297900137,0.0012353640234133408,0.00013813460126356808
rainfall,0.0015453957538087177,2.333090325056426,0.3057894652552089,0.0010728300126438795,0.0004725657411648382
scenarios,0.0017679923356090396,2.20215296760895,0.04934574901940815,0.0016807494295478387,8.72429060612009e-05
precipitation,0.0027025593065098195,2.157701205038116,0.05649277898891757,0.002549884220902718,0.00015267508560710158
temperature,0.004260488016667549,1.726483600827537,0.20989139826914993,0.0033662482295402398,0.0008942397871273092
year,0.004576341651909063,1.4865329311969462,0.6974208999614745,0.0013847053385034629,0.0031916363134055995
87,0.0013667632723795612,2.552355397042065,0.0,0.0013667632723795612,0
distribution,0.001331171513141605,2.102719070620763,0.010923073548364554,0.0013166310287980715,1.4540484343533484e-05
period,0.0018753415862717343,1.9574258446275659,0.14343998038786726,0.0016063426259163647,0.00026899896035536945
org,0.0025111190326544746,2.2534462619965003,0.05790440100389389,0.00236571418921914,0.00014540484343533483
areas,0.0022335123963485694,1.836878740084031,0.3287622045657294,0.0014992179370001287,0.0007342944593484409
species,0.0036640892327417266,2.397283482695486,0.10317778004794531,0.003286036639809856,0.00037805259293187057
forest,0.0024172440776100987,2.397283482695486,0.07218377893179653,0.002242758265487697,0.0001744858121224018
https,0.002463279508030109,2.277660520117095,0.014757241612383593,0.002426928297171275,3.635121085883371e-05
land,0.0025566016180819523,1.902048375158612,0.18199765489554515,0.002091306119088881,0.0004652954989930715
fig,0.0015488224727544448,2.6613065808306198,0.0,0.0015488224727544448,0
soil,0.001786397889320349,2.3227809553975645,0.10581421843139997,0.0015973715928544138,0.00018902629646593529
crossref,0.0021414383626703706,3.041903622360771,0.0,0.0021414383626703706,0
federal,0.0012567036621085447,2.639953456360051,0.8967010844331517,0.00012981612548469964,0.001126887536623845
government,0.0028708900849600586,1.9753796482441615,0.8483540140742598,0.0004353589574182,0.0024355311275418585
including,0.001999527213073265,1.6194296046633778,0.6835643542912192,0.0006327216847811174,0.0013668055282921475
president,0.0035056651446719067,2.3382851419335298,0.9933766793354672,2.3219144395637333e-05,0.003482446000276269
donald,0.0011509267618565026,2.8336065791635554,0.9917468763400702,9.498740889124365e-06,0.0011414280209673783
trump,0.005124408277248685,2.533185480934345,0.9945420986527607,2.7968514840199516e-05,0.005096439762408486
warming,0.0037933552678866304,1.579623354262958,0.7704623339111872,0.0008707179148364,0.00292263735305023
fossil,0.0011540395616506465,2.612173892252975,0.9071741624151834,0.00010712468891623588,0.0010469148727344107
international,0.0020046830329127144,1.7407085917588843,0.7180725962040365,0.0005651750829028996,0.0014395079500098148
group,0.0017530912488068276,1.8689327663741144,0.7423306400234301,0.00045171790006058083,0.0013013733487462467
nations,0.001701365108672949,2.1361949998171523,0.8802754210424117,0.00020369522128900025,0.0014976698873839487
countries,0.0029460635222596557,2.0160506879750892,0.7995613284827243,0.0005905050586072313,0.0023555584636524244
people,0.0034807775285986896,1.8527773261518292,0.833384668425724,0.0005799509020637598,0.00290082662653493
action,0.0023897027219356368,2.042820929039694,0.8396805263636743,0.000383115882528016,0.0020065868394076205
human,0.0025083408617827645,1.7551388565879131,0.6463491581250624,0.0008870768574787809,0.0016212640043039835
nthe,0.005728950831352192,1.950333616318074,1.0,0,0.005728950831352192
united,0.002765009881393844,1.6451379613735848,0.7940706290592876,0.0005693967455202883,0.002195613135873556
percent,0.0014589832834699624,2.533185480934345,0.8770234976152078,0.00017942066123901576,0.0012795626222309466
emissions,0.004128849005489493,1.7966878595007856,0.7571611676046444,0.001002644871629794,0.003126204133859699
weather,0.0020732244212291365,1.9645687321399459,0.7118665715859489,0.0005973652603604878,0.0014758591608686486
just,0.0015944757545740397,2.197617812443559,0.9301674226063285,0.00011134635153362449,0.0014831294030404152
american,0.0012505530558308906,2.197617812443559,0.813907014421772,0.0002327191517835469,0.0010178339040473438
country,0.0018047958427989698,2.078327617496604,0.8298278685423419,0.0003071259554150211,0.0014976698873839487
greenhouse,0.0017398913710802426,1.9190267116930297,0.8231765106972269,0.0003076536632421947,0.001432237707838048
gas,0.0018776765611414436,1.9863087187763517,0.813106414420437,0.0003509257050704279,0.0015267508560710156
ncredit,0.0013813460126356808,2.3435070859146814,1.0,0,0.0013813460126356808
scientific,0.0017119763034089408,2.333090325056426,0.8918060682445789,0.0001852254473379251,0.0015267508560710156
paris,0.003929457203990318,2.197617812443559,0.9602485766520735,0.00015620151684337842,0.003773255687146939
agreement,0.0027818215385527647,2.0350988829457837,0.8964245298831532,0.00028812847363677234,0.0024936930649159922
states,0.002637600551251309,1.7551388565879131,0.8131335276123246,0.0004928791105801198,0.002144721440671189
accord,0.0011444195623292364,3.0006606638267215,0.978327644254282,2.480226787715806e-05,0.0011196172944520782
said,0.009826614800707727,1.9681594002706744,0.9943613011218029,5.540932185322546e-05,0.009771205478854501
support,0.001922948948916953,1.8058203430640583,0.7296900627243743,0.0005197922097659721,0.0014031567391509811
like,0.0021810870156245134,1.8886702492124359,0.8799942045397265,0.00026174308227809356,0.0019193439333464197
says,0.001353320459602961,3.3191143949452564,0.9992201287973901,1.0554156543471515e-06,0.001352265043948614
state,0.00249120092137777,1.6986266463245707,0.7879594815224271,0.0005282355350007494,0.0019629653863770203
university,0.0022170605052774413,1.5227359798609066,0.6132152383230739,0.0008575252191570606,0.0013595352861203807
national,0.003344950010386736,1.538996500732687,0.7150808433859704,0.0009530403358754779,0.002391909674511258
need,0.001927751766530413,1.7378473594778523,0.7768997613626728,0.00043008187914646425,0.0014976698873839487
scientists,0.0022687898182494996,2.3176658547307945,0.958133006359958,9.498740889124364e-05,0.002173802409358256
temperatures,0.0017650645963015045,1.9328200338253656,0.613726027853659,0.0006817985127082599,0.0010832660835932446
nin,0.001397469620460735,2.7054313857395575,0.9988671499842703,1.5831234815207274e-06,0.0013958864969792143
leaders,0.0012291415966632325,2.951389614819939,0.9759574987926986,2.9551638321720244e-05,0.0011995899583415123
political,0.0013179249521079247,2.489835040060731,0.7557510584642754,0.0003219017745758812,0.0009960231775320435
economic,0.0018965172924366224,1.9468062758001055,0.6210221422832458,0.0007187380606104102,0.0011777792318262122
years,0.0034130849493082703,1.4977062317950713,0.6901552403873877,0.0010575264856558459,0.0023555584636524244
make,0.0017357231556317516,1.9190267116930297,0.8796050517142082,0.000208972299560736,0.0015267508560710156
world,0.0042079230042076496,1.4798883884782776,0.8448701220148322,0.0006527745822137132,0.0035551484219939365
coal,0.0022332016500351656,3.0006606638267215,0.9506130868757238,0.00011029093587927733,0.0021229107141558885
india,0.0013499332419170838,2.8336065791635554,0.8186158958047358,0.0002448564318085392,0.0011050768101085447
public,0.002209080667630072,2.0047935334504547,0.6615053483279246,0.0007477619911049569,0.001461318676525115
science,0.004449203148634637,1.4324657099266704,0.7974187874318428,0.0009013249688124674,0.0035478781798221697
earth,0.002053774224934348,1.8986870274559071,0.5734706461533579,0.0008759949931081358,0.0011777792318262122
administration,0.0017885437944943842,2.225142485833649,0.9430555679106017,0.00010184761064450012,0.001686696183849884
say,0.0011092414345334131,2.7437502500416944,0.9700285329443002,3.3245593111935275e-05,0.0010759958414214778
million,0.001262508448207454,2.4083947081205563,0.8925782146042923,0.00013562091158360898,0.001126887536623845
help,0.0012689051623733026,2.042820929039694,0.8078650608543528,0.000243801016154192,0.0010251041462191106
report,0.0025039265384460786,1.7407085917588843,0.769437180339097,0.0005773123629278919,0.0019266141755181865
way,0.001352981821471462,1.9538734430231979,0.8221448615403838,0.00024063476919115054,0.0011123470522803114
reduce,0.0014818031605179575,1.8495773234211583,0.726139523852391,0.00040580731909647976,0.0010759958414214778
natural,0.0017722813913043736,1.7236627244858957,0.5620005843423006,0.00077625821377233,0.0009960231775320435
efforts,0.0012156673010449146,2.1490431422950014,0.8133417214647497,0.0002269143656846376,0.000988752935360277
work,0.0015590196178628605,1.7124581254730327,0.746134772234151,0.0003957808703801818,0.0011632387474826787
issue,0.0013469417005552262,2.166434885006871,0.8366268088361418,0.0002200541639313811,0.001126887536623845
sea,0.0022461985121570286,2.0545169688028855,0.6311540212592774,0.000828501288662514,0.0014176972234945147
ice,0.0012103866317495558,2.75159342750272,0.8709490730101699,0.00015620151684337842,0.0010541851149061775
environment,0.002545504971431373,1.6168947490601897,0.7083152768640198,0.0007424849128332211,0.001803020058598152
department,0.001313703289490536,1.9088051576214917,0.7581797088430133,0.0003176801119584926,0.0009960231775320435
house,0.001152805849371493,2.68312562822526,0.9459843792079723,6.226952360648194e-05,0.0010905363257650111
obama,0.0010521919510061465,3.46864612891622,0.9949846810112074,5.277078271735758e-06,0.0010469148727344107
ap,0.0011891000220378065,2.8082887711792655,0.9232247477848201,9.129345410102861e-05,0.001097806567936778
photo,0.001348278716148552,3.501435951739211,0.992172125527858,1.0554156543471515e-05,0.0013377245596050804
according,0.0015093616349396467,1.8463875280530582,0.7080646377317289,0.00044063603568993576,0.001068725599249711
file,0.0011186260990374967,3.347285271911953,0.9098964389648356,0.00010079219499015298,0.0010178339040473438
power,0.0015401290304224069,2.3435070859146814,0.878020618556701,0.00018786398647379298,0.001352265043948614
mr,0.00160819256705693,3.052485731691308,0.9629204949132791,5.963098447061406e-05,0.001548561582586316
city,0.0014976914335256852,2.6259672143853106,0.7378534625834814,0.0003926146234171404,0.0011050768101085447
